Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,45-54,13,13,
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,55-64,20,21,
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,65-74,20,20,
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,75-84,13,13,
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Obesity,Obesity,E65-E68,All Ages,78,79,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,55-64,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,65-74,13,13,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,75-84,67,67,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,85+,102,102,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Alzheimer disease,Alzheimer disease,G30,All Ages,182,182,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,32,32,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,129,129,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,192,192,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,360,360,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,45-54,15,15,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,55-64,35,37,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,65-74,75,79,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,75-84,76,76,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,85+,68,69,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,Renal failure,Renal failure,N17-N19,All Ages,273,280,
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,18,34,
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,15,31,
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,48,98,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,11,13,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,18,27,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,49,71,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,114,196,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,225,338,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,300,449,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,314,516,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1031,1610,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,25-34,23,23,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,35-44,48,48,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,45-54,138,138,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,55-64,386,386,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,65-74,689,689,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,75-84,1011,1011,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,85+,1074,1074,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AR,COVID-19,COVID-19,U071,All Ages,3371,3371,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,25,26,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,116,116,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,340,342,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,950,958,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,2060,2081,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,2955,2989,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,3235,3254,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,3335,3352,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,13016,13118,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,26,26,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,45,47,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,138,142,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,377,392,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,499,518,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,505,521,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1605,1662,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,11,11,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,48,48,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,119,119,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,292,292,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,582,582,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,687,687,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,508,508,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,268,268,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2515,2515,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,0-24,24,24,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,25-34,99,99,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,35-44,283,285,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,45-54,800,806,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,55-64,1746,1769,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,65-74,2675,2704,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,75-84,2933,2990,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,85+,2946,2990,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory failure,J96,All Ages,11506,11667,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,35-44,18,18,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,45-54,27,27,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,55-64,89,89,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,65-74,144,144,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,75-84,189,189,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,85+,325,325,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Respiratory arrest,R09.2,All Ages,796,796,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,10,11,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,23,23,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,67,71,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,138,146,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,197,205,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,220,228,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,189,191,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,845,876,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,16,16,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,85,85,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,256,260,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,612,612,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,1067,1069,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,1202,1211,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,1443,1455,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,4683,4710,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,10,12,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,27,28,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,81,86,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,260,282,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,512,556,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,674,735,
1/10/2021,1/4/2020,1/9/2021,CA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,823,884,
